model,source_file,segment_index,num_windows,damage_accuracy,stress_accuracy,multitask_state_accuracy,state_head_accuracy,state_head_macro_f1,mean_state_confidence
advancedV3_physics_fusion,VTEST_S40.csv,4,1501,0.8194536975349767,1.0,0.8194536975349767,0.8107928047968022,0.2985038018150601,0.9645598530769348
advancedV3_physics_fusion,VTEST_S40_1.csv,0,1302,0.05683563748079877,0.1543778801843318,0.019201228878648235,0.03686635944700461,0.011851851851851851,0.8596063852310181
advancedV3_physics_fusion,VTEST_S40_1.csv,1,1501,0.5336442371752165,0.7788141239173884,0.5289806795469687,0.5796135909393737,0.14677351328553354,0.8866069912910461
advancedV3_physics_fusion,VTEST_S40_1.csv,2,1501,0.7508327781479014,0.9760159893404398,0.7508327781479014,0.7248500999333778,0.16809578988026266,0.9457217454910278
advancedV3_physics_fusion,VTEST_S40_1.csv,3,1501,0.798800799467022,1.0,0.798800799467022,0.7894736842105263,0.29411764705882354,0.9584180116653442
advancedV3_physics_fusion,VTEST_S40_1.csv,4,1501,0.6948700866089274,1.0,0.6948700866089274,0.6908727514990006,0.27239296033622273,0.9802414178848267
advancedV3_physics_fusion,VTEST_S99.csv,0,1302,1.0,1.0,1.0,1.0,1.0,0.9983035922050476
advancedV3_physics_fusion,VTEST_S99.csv,1,945,0.3904761904761905,0.5862433862433862,0.346031746031746,0.43915343915343913,0.08718487394957984,0.8934811949729919
advancedV3_physics_fusion,VTEST_S99.csv,2,901,0.704772475027747,0.7669256381798002,0.6770255271920089,0.7347391786903441,0.14118148859031776,0.9196689128875732
advancedV3_physics_fusion,VTEST_S99.csv,3,1665,0.7891891891891892,0.8534534534534535,0.7087087087087087,0.6804804804804805,0.263133990353446,0.9074717164039612
advancedV3_physics_fusion,VTEST_S99.csv,4,2493,0.8118732450862415,1.0,0.8118732450862415,0.8006417970316887,0.35775915782807,0.9600052237510681
